,orispl_unit,orispl,fuel,fuel_price1,fuel_price2,fuel_price3,fuel_price4,fuel_price5,fuel_price6,fuel_price7,fuel_price8,fuel_price9,fuel_price10,fuel_price11,fuel_price12,fuel_price13,fuel_price14,fuel_price15,fuel_price16,fuel_price17,fuel_price18,fuel_price19,fuel_price20,fuel_price21,fuel_price22,fuel_price23,fuel_price24,fuel_price25,fuel_price26,fuel_price27,fuel_price28,fuel_price29,fuel_price30,fuel_price31,fuel_price32,fuel_price33,fuel_price34,fuel_price35,fuel_price36,fuel_price37,fuel_price38,fuel_price39,fuel_price40,fuel_price41,fuel_price42,fuel_price43,fuel_price44,fuel_price45,fuel_price46,fuel_price47,fuel_price48,fuel_price49,fuel_price50,fuel_price51,fuel_price52
19,1384_2,1384,bit,2.538211298646952,2.538211298646952,2.538211298646952,2.538211298646952,2.624154826152349,2.624154826152349,2.624154826152349,2.624154826152349,2.656517117815118,2.656517117815118,2.656517117815118,2.656517117815118,2.656517117815118,2.8339999999999996,2.8339999999999996,2.8339999999999996,2.8339999999999996,2.862,2.862,2.862,2.862,2.8889999999999993,2.8889999999999993,2.8889999999999993,2.8889999999999993,2.8889999999999993,2.6931832939011566,2.6931832939011566,2.6931832939011566,2.6931832939011566,2.419928660776333,2.419928660776333,2.419928660776333,2.419928660776333,2.419928660776333,2.898,2.898,2.898,2.898,2.8710000000000004,2.8710000000000004,2.8710000000000004,2.8710000000000004,2.89,2.89,2.89,2.89,2.448,2.448,2.448,2.448,2.448
20,1552_1,1552,sub,1.564935196182498,1.528020139423405,1.4518650708026484,1.458365796781972,1.5197444520826133,1.6756460838445668,1.6756460838445668,1.6583857371711759,1.6583857371711759,1.564935196182498,1.564935196182498,1.5550799920790355,1.5550799920790355,1.5550799920790355,1.5550799920790355,1.5541345049382584,1.5541345049382584,1.5541345049382584,1.5541345049382584,1.528020139423405,1.528020139423405,1.528020139423405,1.4874523853633768,1.4874523853633768,1.4874523853633768,1.4874523853633768,1.4518650708026484,1.4518650708026484,1.4518650708026484,1.4518650708026484,1.4665215166601802,1.4665215166601802,1.4665215166601802,1.4665215166601802,1.458365796781972,1.458365796781972,1.458365796781972,1.458365796781972,1.458365796781972,1.4237380004362066,1.4237380004362066,1.4237380004362066,1.4271585505474618,1.5197444520826133,1.5197444520826133,1.5197444520826133,1.5197444520826133,1.5197444520826133,1.5197444520826133,1.5197444520826133,1.6756460838445668,1.6756460838445668
21,1552_2,1552,sub,1.564935196182498,1.528020139423405,1.4518650708026484,1.458365796781972,1.5197444520826133,1.6756460838445668,1.6756460838445668,1.6583857371711759,1.6583857371711759,1.564935196182498,1.564935196182498,1.5550799920790355,1.5550799920790355,1.5550799920790355,1.5550799920790355,1.5541345049382584,1.5541345049382584,1.5541345049382584,1.5541345049382584,1.528020139423405,1.528020139423405,1.528020139423405,1.4874523853633768,1.4874523853633768,1.4874523853633768,1.4874523853633768,1.4518650708026484,1.4518650708026484,1.4518650708026484,1.4518650708026484,1.4665215166601802,1.4665215166601802,1.4665215166601802,1.4665215166601802,1.458365796781972,1.458365796781972,1.458365796781972,1.458365796781972,1.458365796781972,1.4237380004362066,1.4237380004362066,1.4237380004362066,1.4271585505474618,1.5197444520826133,1.5197444520826133,1.5197444520826133,1.5197444520826133,1.5197444520826133,1.5197444520826133,1.5197444520826133,1.6756460838445668,1.6756460838445668
22,1553_3,1553,ng,2.67826092829657,2.67826092829657,2.67826092829657,2.67826092829657,2.549164993312123,2.549164993312123,2.549164993312123,2.549164993312123,2.1911362175806555,2.1911362175806555,2.1911362175806555,2.1911362175806555,2.1911362175806555,11.20414436952851,11.20414436952851,11.20414436952851,11.20414436952851,2.3551994910873635,2.3551994910873635,2.3551994910873635,2.3551994910873635,2.8981243910997083,2.8981243910997083,2.8981243910997083,2.8981243910997083,2.8981243910997083,3.1892078749882655,3.1892078749882655,3.1892078749882655,3.1892078749882655,3.5686033173070992,3.5686033173070992,3.5686033173070992,3.5686033173070992,3.5686033173070992,3.470811301277283,3.470811301277283,3.470811301277283,3.470811301277283,3.37181255304099,3.37181255304099,3.37181255304099,3.37181255304099,2.8758088943927618,2.8758088943927618,2.8758088943927618,2.8758088943927618,4.008100483365104,4.008100483365104,4.008100483365104,4.008100483365104,4.008100483365104
23,1554_1,1554,ng,2.67826092829657,2.67826092829657,2.67826092829657,2.67826092829657,2.549164993312123,2.549164993312123,2.549164993312123,2.549164993312123,2.1911362175806555,2.1911362175806555,2.1911362175806555,2.1911362175806555,2.1911362175806555,11.20414436952851,11.20414436952851,11.20414436952851,11.20414436952851,2.3551994910873635,2.3551994910873635,2.3551994910873635,2.3551994910873635,2.8981243910997083,2.8981243910997083,2.8981243910997083,2.8981243910997083,2.8981243910997083,3.1892078749882655,3.1892078749882655,3.1892078749882655,3.1892078749882655,3.5686033173070992,3.5686033173070992,3.5686033173070992,3.5686033173070992,3.5686033173070992,3.470811301277283,3.470811301277283,3.470811301277283,3.470811301277283,3.37181255304099,3.37181255304099,3.37181255304099,3.37181255304099,2.8758088943927618,2.8758088943927618,2.8758088943927618,2.8758088943927618,4.008100483365104,4.008100483365104,4.008100483365104,4.008100483365104,4.008100483365104
24,1554_2,1554,rc,1.6576720966970164,1.6185694810188658,1.5379015194428052,1.5447874736283111,1.6098033825763978,1.7749436295538745,1.7749436295538745,1.7566604475220604,1.7566604475220604,1.6576720966970164,1.6576720966970164,1.6472328804985341,1.6472328804985341,1.6472328804985341,1.6472328804985341,1.6462313644901554,1.6462313644901554,1.6462313644901554,1.6462313644901554,1.6185694810188658,1.6185694810188658,1.6185694810188658,1.5755977119034288,1.5755977119034288,1.5755977119034288,1.5755977119034288,1.5379015194428052,1.5379015194428052,1.5379015194428052,1.5379015194428052,1.553426495425228,1.553426495425228,1.553426495425228,1.553426495425228,1.5447874736283111,1.5447874736283111,1.5447874736283111,1.5447874736283111,1.5447874736283111,1.508107659721315,1.508107659721315,1.508107659721315,1.5117309090984226,1.6098033825763978,1.6098033825763978,1.6098033825763978,1.6098033825763978,1.6098033825763978,1.6098033825763978,1.6098033825763978,1.7749436295538745,1.7749436295538745
25,1554_3,1554,rc,1.6576720966970164,1.6185694810188658,1.5379015194428052,1.5447874736283111,1.6098033825763978,1.7749436295538745,1.7749436295538745,1.7566604475220604,1.7566604475220604,1.6576720966970164,1.6576720966970164,1.6472328804985341,1.6472328804985341,1.6472328804985341,1.6472328804985341,1.6462313644901554,1.6462313644901554,1.6462313644901554,1.6462313644901554,1.6185694810188658,1.6185694810188658,1.6185694810188658,1.5755977119034288,1.5755977119034288,1.5755977119034288,1.5755977119034288,1.5379015194428052,1.5379015194428052,1.5379015194428052,1.5379015194428052,1.553426495425228,1.553426495425228,1.553426495425228,1.553426495425228,1.5447874736283111,1.5447874736283111,1.5447874736283111,1.5447874736283111,1.5447874736283111,1.508107659721315,1.508107659721315,1.508107659721315,1.5117309090984226,1.6098033825763978,1.6098033825763978,1.6098033825763978,1.6098033825763978,1.6098033825763978,1.6098033825763978,1.6098033825763978,1.7749436295538745,1.7749436295538745
26,1554_4,1554,rfo,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.199527482971646,7.199527482971646,7.199527482971646,7.199527482971646,7.199527482971646,8.386000000000001,8.386000000000001,8.386000000000001,8.386000000000001,7.274,7.274,7.274,7.274,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,6.273999999999999,6.273999999999999,6.273999999999999,6.273999999999999,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823,7.236763741485823
27,1556_**51,1556,ng,2.67826092829657,2.67826092829657,2.67826092829657,2.67826092829657,2.549164993312123,2.549164993312123,2.549164993312123,2.549164993312123,2.1911362175806555,2.1911362175806555,2.1911362175806555,2.1911362175806555,2.1911362175806555,11.20414436952851,11.20414436952851,11.20414436952851,11.20414436952851,2.3551994910873635,2.3551994910873635,2.3551994910873635,2.3551994910873635,2.8981243910997083,2.8981243910997083,2.8981243910997083,2.8981243910997083,2.8981243910997083,3.1892078749882655,3.1892078749882655,3.1892078749882655,3.1892078749882655,3.5686033173070992,3.5686033173070992,3.5686033173070992,3.5686033173070992,3.5686033173070992,3.470811301277283,3.470811301277283,3.470811301277283,3.470811301277283,3.37181255304099,3.37181255304099,3.37181255304099,3.37181255304099,2.8758088943927618,2.8758088943927618,2.8758088943927618,2.8758088943927618,4.008100483365104,4.008100483365104,4.008100483365104,4.008100483365104,4.008100483365104
28,1556_6-1,1556,ng,2.67826092829657,2.67826092829657,2.67826092829657,2.67826092829657,2.549164993312123,2.549164993312123,2.549164993312123,2.549164993312123,2.1911362175806555,2.1911362175806555,2.1911362175806555,2.1911362175806555,2.1911362175806555,11.20414436952851,11.20414436952851,11.20414436952851,11.20414436952851,2.3551994910873635,2.3551994910873635,2.3551994910873635,2.3551994910873635,2.8981243910997083,2.8981243910997083,2.8981243910997083,2.8981243910997083,2.8981243910997083,3.1892078749882655,3.1892078749882655,3.1892078749882655,3.1892078749882655,3.5686033173070992,3.5686033173070992,3.5686033173070992,3.5686033173070992,3.5686033173070992,3.470811301277283,3.470811301277283,3.470811301277283,3.470811301277283,3.37181255304099,3.37181255304099,3.37181255304099,3.37181255304099,2.8758088943927618,2.8758088943927618,2.8758088943927618,2.8758088943927618,4.008100483365104,4.008100483365104,4.008100483365104,4.008100483365104,4.008100483365104
