,date,baseline,neural net,simple dispatch
88,2017-09-04 16:00:00,869.4008960443523,634.8237,838.6047916717595
89,2017-09-04 17:00:00,712.4659361144068,570.165,570.0815325612688
90,2017-09-04 18:00:00,449.40491862397215,646.85785,533.1532669706204
91,2017-09-04 19:00:00,555.7802871396016,652.10645,565.5686972194204
92,2017-09-04 20:00:00,647.7872572594626,708.0413,525.1627919885532
93,2017-09-04 21:00:00,563.6867903565153,661.2787,592.5577637060587
94,2017-09-04 22:00:00,581.9173407869703,651.3054,944.724651270002
95,2017-09-04 23:00:00,550.5867014160357,709.7782599999998,430.0303168801837
96,2017-09-05 00:00:00,516.2290656262368,722.90497,429.41933821477716
97,2017-09-05 01:00:00,528.309802576435,676.27405,516.59216006141
98,2017-09-05 02:00:00,578.7962501717576,689.1726,572.8714628728753
99,2017-09-05 03:00:00,491.40114913544085,724.4979,658.8558537245461
100,2017-09-05 04:00:00,858.91487607539,681.7282,838.6456693594804
101,2017-09-05 05:00:00,858.1792979586427,601.6335,516.2452141462404
102,2017-09-05 06:00:00,665.2492496209506,621.73236,635.737050934923
103,2017-09-05 07:00:00,740.167999581243,574.4373,466.8127592169975
104,2017-09-05 08:00:00,869.1193967086792,617.2662,525.8506643875411
105,2017-09-05 09:00:00,801.4208327830445,626.65045,553.8765945770594
106,2017-09-05 10:00:00,857.838139279108,650.6554,658.5170734617287
107,2017-09-05 11:00:00,506.02191143256243,682.2255,884.5602581786826
108,2017-09-05 12:00:00,384.908242756405,760.86127,626.6563027598341
109,2017-09-05 13:00:00,562.9848037309547,804.178,514.7806927143305
110,2017-09-05 14:00:00,575.3710373040598,887.41266,598.611204097507
111,2017-09-05 15:00:00,650.4351715036123,834.01575,679.5159921992969
112,2017-09-05 16:00:00,847.3137358016502,697.69965,644.5736510580457
113,2017-09-05 17:00:00,648.3662555630684,721.4372599999998,614.1922529059003
114,2017-09-05 18:00:00,559.0438817308831,730.43646,920.4648209574497
115,2017-09-05 19:00:00,814.387795482694,702.7184,695.3733488090917
116,2017-09-05 20:00:00,837.378460956226,810.4952,977.0987202809067
117,2017-09-05 21:00:00,762.8691635427373,740.47015,1065.3635804348237
118,2017-09-05 22:00:00,880.9573293957045,724.3833,841.7102518144902
119,2017-09-05 23:00:00,517.5659061804992,745.0518,866.5376164762841
120,2017-09-06 00:00:00,494.28736725004427,791.9043,858.1687493718471
121,2017-09-06 01:00:00,821.7202184197107,776.573,647.3617141918537
122,2017-09-06 02:00:00,596.0322780447674,758.8429,634.4646924029903
123,2017-09-06 03:00:00,486.23027157297025,764.2266,567.9060139765254
124,2017-09-06 04:00:00,806.9178592607698,718.7965,873.3096675782159
125,2017-09-06 05:00:00,959.529222076348,621.2848,599.6146690136424
126,2017-09-06 06:00:00,379.3322748117017,634.8919,391.96312564398346
127,2017-09-06 07:00:00,652.3753554444446,543.3672,800.4649036579502
128,2017-09-06 08:00:00,616.8725593921125,591.13464,873.1945602640452
129,2017-09-06 09:00:00,895.2754198045627,563.05865,442.0935600009008
130,2017-09-06 10:00:00,772.4959999854399,639.26544,788.899066068539
131,2017-09-06 11:00:00,471.1692836917025,679.0419,800.0646496059819
132,2017-09-06 12:00:00,618.4162669005855,772.0776400000002,453.4143470931808
133,2017-09-06 13:00:00,608.8356824643249,767.34625,572.6042399738867
134,2017-09-06 14:00:00,383.9882037645414,871.08734,551.1300668136219
135,2017-09-06 15:00:00,554.8046240492566,801.4949,557.5079517604
136,2017-09-06 16:00:00,566.9346183477193,797.5232,369.7890445553624
137,2017-09-06 17:00:00,699.2681006674793,728.5163,375.13790983959666
138,2017-09-06 18:00:00,585.117487746837,738.0939,372.31869065851686
139,2017-09-06 19:00:00,707.909850718961,836.4259599999998,368.09030565024335
140,2017-09-06 20:00:00,350.42244117645276,858.6765,921.5242301834234
141,2017-09-06 21:00:00,350.42244117646345,805.8382,620.0587603281027
142,2017-09-06 22:00:00,371.8279423818152,768.2796599999998,579.4790089054844
143,2017-09-06 23:00:00,414.00657840819986,758.8687,773.9453191863968
144,2017-09-07 00:00:00,528.2328530332679,795.53485,392.2710336051617
145,2017-09-07 01:00:00,568.1031854963193,875.97064,522.1453594510139
146,2017-09-07 02:00:00,577.2857240983991,692.1965,627.7497469435664
147,2017-09-07 03:00:00,880.6863406538408,706.24146,842.0833319799323
148,2017-09-07 04:00:00,785.318048872489,680.64124,519.7378127323516
149,2017-09-07 05:00:00,429.4023288359038,693.34924,621.7202915157677
150,2017-09-07 06:00:00,414.3643948599469,746.2974,484.98079725379927
151,2017-09-07 07:00:00,414.53123262625036,606.69165,479.0480207981512
152,2017-09-07 08:00:00,441.58984313949446,629.95795,483.3896484150542
153,2017-09-07 09:00:00,500.24203905454505,661.65436,483.00805426878645
154,2017-09-07 10:00:00,838.3370348483611,655.7224,569.7789862919698
155,2017-09-07 11:00:00,839.0942009170565,723.6818,834.4191712570223
156,2017-09-07 12:00:00,818.6964538077792,725.0232,862.9459927596811
157,2017-09-07 13:00:00,594.8074528615737,745.8058,812.7275393461335
158,2017-09-07 14:00:00,468.30929865801943,826.2389,506.890546747107
159,2017-09-07 15:00:00,379.3555941323993,789.91187,589.8961698822809
160,2017-09-07 16:00:00,377.6634479053502,762.17566,373.40382589286764
161,2017-09-07 17:00:00,380.1292688055997,729.0885,456.7378388645301
162,2017-09-07 18:00:00,373.40382589286384,702.1794,489.6226800851352
163,2017-09-07 19:00:00,381.1133054061033,724.63477,373.40382589287293
164,2017-09-07 20:00:00,382.0912164214531,782.1266,456.4107917444394
165,2017-09-07 21:00:00,373.40382589315084,760.41656,375.5561401412413
166,2017-09-07 22:00:00,617.7556389531179,721.94855,531.1259829331563
167,2017-09-07 23:00:00,419.2736640013446,726.63965,379.3322748117231
168,2017-09-08 00:00:00,390.7004315388894,793.1004,488.5028212874757
169,2017-09-08 01:00:00,542.8912460293085,779.86285,485.9371878607793
170,2017-09-08 02:00:00,572.4009142704591,721.4741,729.8716119598893
171,2017-09-08 03:00:00,875.4400650679692,724.37006,834.5109320398942
172,2017-09-08 04:00:00,656.2910269805516,695.2619599999998,546.214254704219
173,2017-09-08 05:00:00,406.7323920190482,654.4721,473.1206540871209
174,2017-09-08 06:00:00,407.581345348404,648.7909999999998,483.2791025987632
175,2017-09-08 07:00:00,375.6287497044605,685.7036,693.0143529059302
176,2017-09-08 08:00:00,369.6565351004514,655.847,699.7733706377742
177,2017-09-08 09:00:00,397.6805132363328,657.0056,488.5677375044142
178,2017-09-08 10:00:00,676.8810110376984,669.5149,511.74946126408287
179,2017-09-08 11:00:00,901.1837989373296,705.7893,693.6999493251483
180,2017-09-08 12:00:00,841.842698945482,740.3247,938.9742255865413
181,2017-09-08 13:00:00,788.0926623563428,754.89923,856.7578197531744
182,2017-09-08 14:00:00,489.1052464026676,771.9002,816.6784100835225
183,2017-09-08 15:00:00,382.6096412328465,706.71277,784.4441993533039
184,2017-09-08 16:00:00,373.40382589283377,713.11523,560.9064520998847
185,2017-09-08 17:00:00,787.1820571408293,690.1532599999998,384.3905409562458
186,2017-09-08 18:00:00,702.4396728167329,730.6123,430.36712142058417
187,2017-09-08 19:00:00,527.6636429168956,640.7274,372.91696265129707
188,2017-09-08 20:00:00,432.8747937356743,674.5533,681.1999946540584
189,2017-09-08 21:00:00,917.4196225359337,708.3165,785.7569368965095
190,2017-09-08 22:00:00,405.53401550467237,786.5229,771.3224785200548
191,2017-09-08 23:00:00,550.8152635130988,758.5609,802.7601041262178
192,2017-09-09 00:00:00,644.9042921973755,718.7481700000002,864.7908412660518
193,2017-09-09 01:00:00,518.694975399645,772.9354,882.3260195046097
194,2017-09-09 02:00:00,760.3062435175134,679.94745,876.227740251143
195,2017-09-09 03:00:00,884.5400496468582,686.0713,601.9443385478462
196,2017-09-09 04:00:00,565.7211020308948,677.0866,547.7958948297776
197,2017-09-09 05:00:00,373.52505921243056,626.6997700000002,557.9712654873587
198,2017-09-09 06:00:00,368.88252967429145,657.27527,733.6351739594403
199,2017-09-09 07:00:00,571.0750280097278,646.72205,367.9533566574456
200,2017-09-09 08:00:00,863.1667196937842,682.6013,1010.6766648000129
201,2017-09-09 09:00:00,889.2920812718025,703.4753400000002,489.4031942405255
202,2017-09-09 10:00:00,444.7850003826071,646.7786,818.3783614999489
203,2017-09-09 11:00:00,412.3388615708615,654.0602,595.0081598104267
204,2017-09-09 12:00:00,398.4744551923191,632.3283700000002,484.7358785324825
205,2017-09-09 13:00:00,670.8823389209265,773.6357,570.4019500305218
206,2017-09-09 14:00:00,759.0890707254474,693.8209,415.18016560933233
207,2017-09-09 15:00:00,866.3074072936618,705.6078,819.2850098277937
208,2017-09-09 16:00:00,971.920349426288,652.1328,869.1193967085945
209,2017-09-09 17:00:00,830.4418634370096,677.9107,869.1193967086356
210,2017-09-09 18:00:00,804.8326368584815,698.1968,748.2375142392532
211,2017-09-09 19:00:00,857.1323098179042,653.976,838.5544826085803
212,2017-09-09 20:00:00,857.1323098179474,673.9639,787.7929542506993
213,2017-09-09 21:00:00,877.256583708271,702.4561,850.3072808308646
214,2017-09-09 22:00:00,890.9644727969664,749.2476,419.1649383433376
215,2017-09-09 23:00:00,881.3183826575114,722.3182,682.082854511036
216,2017-09-10 00:00:00,863.3126977972843,687.8804299999998,719.5316210821069
217,2017-09-10 01:00:00,888.8123946772873,678.89984,741.8534474921745
218,2017-09-10 02:00:00,815.204463962033,624.4819,564.7993284576806
219,2017-09-10 03:00:00,710.1255380693867,694.5002,548.6904889914409
220,2017-09-10 04:00:00,419.07712305540946,694.2991,493.3589398223114
221,2017-09-10 05:00:00,934.5554772295073,603.1682,700.54945198179
222,2017-09-10 06:00:00,890.3214385758686,640.56036,551.3348439455481
223,2017-09-10 07:00:00,850.9882313029702,602.05646,473.7686537065316
224,2017-09-10 08:00:00,850.9882313030022,668.87714,601.2365762126115
225,2017-09-10 09:00:00,850.98823130297,688.905,557.918702763184
226,2017-09-10 10:00:00,720.5605994323594,647.81635,500.0166232325813
227,2017-09-10 11:00:00,369.8046819982698,690.18915,585.2409340171857
228,2017-09-10 12:00:00,375.07596371332113,615.8822,659.2781190523792
229,2017-09-10 13:00:00,397.2223715870754,725.02,467.23302426142135
230,2017-09-10 14:00:00,813.1867200575816,646.5295,604.1762147247997
231,2017-09-10 15:00:00,701.8944322179955,700.1199,557.7456685388988
232,2017-09-10 16:00:00,829.4686220248044,660.4965,392.17263705805357
233,2017-09-10 17:00:00,921.6756130319417,686.7889,458.1791666896777
234,2017-09-10 18:00:00,965.4841761079197,707.2787,390.10097896095385
235,2017-09-10 19:00:00,829.6318570936319,672.0464,379.5483391035285
236,2017-09-10 20:00:00,855.5539957019811,695.8372,517.6766665568159
237,2017-09-10 21:00:00,864.3629838170935,688.02484,742.6398018538824
238,2017-09-10 22:00:00,692.3148559031301,760.2901,661.5467935183087
239,2017-09-10 23:00:00,704.8011607034082,750.4784,844.8905282268885
240,2017-09-11 00:00:00,803.7738330373644,673.53156,892.0066342239171
241,2017-09-11 01:00:00,806.7061386466518,628.99786,834.5742908649927
242,2017-09-11 02:00:00,894.7649527231233,546.5553,625.1984938281137
243,2017-09-11 03:00:00,682.0166497220383,723.6106,538.7197359617569
244,2017-09-11 04:00:00,507.441502731496,732.5205,486.0086446417429
245,2017-09-11 05:00:00,901.8795687119364,633.87146,761.6356110905031
246,2017-09-11 06:00:00,368.45276438827807,732.00793,485.1070597752383
247,2017-09-11 07:00:00,579.5984971335624,735.62463,452.2618571207218
248,2017-09-11 08:00:00,934.5554772295874,720.1923,531.2253547692223
249,2017-09-11 09:00:00,394.28569256352796,802.37415,635.941244875512
250,2017-09-11 10:00:00,787.013899295619,783.5237,521.5866835041221
251,2017-09-11 11:00:00,827.4875136810542,769.6518599999998,573.9147317541467
252,2017-09-11 12:00:00,645.3212943194734,609.7738,816.6317815754802
253,2017-09-11 13:00:00,379.88442566496,706.11456,906.8716327088724
254,2017-09-11 14:00:00,503.08673034395684,577.87,843.7279499763114
255,2017-09-11 15:00:00,551.775922814822,574.59015,663.7881131418789
256,2017-09-11 16:00:00,901.9323595779216,570.6553299999998,501.1503447465393
257,2017-09-11 17:00:00,634.5101454116435,586.0686599999998,469.2711496749407
258,2017-09-11 18:00:00,490.2240316875312,621.4253,371.7043999941514
259,2017-09-11 19:00:00,372.40325420168335,577.33466,381.8123105485807
260,2017-09-11 20:00:00,372.4032542017029,651.4585,683.8817845458511
261,2017-09-11 21:00:00,510.54393510545236,699.6130400000002,419.87859073391695
262,2017-09-11 22:00:00,801.0867842127471,778.5228,427.381677361618
263,2017-09-11 23:00:00,414.9462698604798,679.18353,901.9323595780728
264,2017-09-12 00:00:00,367.41127065680365,802.0355,824.3954833372329
265,2017-09-12 01:00:00,391.9205950661523,686.21063,454.9272417248282
266,2017-09-12 02:00:00,516.933106334222,724.3028,861.9565883453471
267,2017-09-12 03:00:00,788.8455798901483,778.32935,607.1248754776907
268,2017-09-12 04:00:00,892.2196821879699,749.5709,565.5425615817331
269,2017-09-12 05:00:00,616.6447045038411,674.12067,540.0069178899155
270,2017-09-12 06:00:00,392.49399051701437,670.27625,810.91509410909
271,2017-09-12 07:00:00,367.6488893746101,801.10956,390.5838833102636
272,2017-09-12 08:00:00,369.4575101954665,899.06244,360.4308395534031
273,2017-09-12 09:00:00,394.5877127653629,810.35455,647.6752378205002
274,2017-09-12 10:00:00,814.3135048618811,771.16223,512.9709117322573
275,2017-09-12 11:00:00,859.9479099560664,782.66235,615.7447144381033
276,2017-09-12 12:00:00,807.6430503060362,743.0241,868.8702052336589
277,2017-09-12 13:00:00,743.0104508065807,619.1937,911.0940996356622
278,2017-09-12 14:00:00,445.56148346314865,594.36725,848.0006142472594
279,2017-09-12 15:00:00,574.419281953917,726.2088,691.7793569072818
280,2017-09-12 16:00:00,632.8136420229848,791.07336,485.07812316331666
281,2017-09-12 17:00:00,412.26841134985983,795.56854,431.72159240885077
282,2017-09-12 18:00:00,368.3189792122868,773.2592,830.1981630558922
283,2017-09-12 19:00:00,367.1616737472161,779.1419,419.747498897094
284,2017-09-12 20:00:00,816.5404856927219,915.4305,366.8010925715493
285,2017-09-12 21:00:00,409.3231236099559,764.1134,366.4402287641336
286,2017-09-12 22:00:00,483.8893305422293,813.3608,516.7747137457152
287,2017-09-12 23:00:00,665.2473481521807,828.7004,564.945175518123
288,2017-09-13 00:00:00,516.7919697833406,720.21173,429.5585620538354
289,2017-09-13 01:00:00,542.2212195295895,731.8664,521.7069384947017
290,2017-09-13 02:00:00,541.6694835470095,754.1941,735.5842317439079
291,2017-09-13 03:00:00,755.7790900894281,653.5392,801.1974136727617
292,2017-09-13 04:00:00,901.144529320068,626.1477,387.3285310193396
293,2017-09-13 05:00:00,861.2534090571825,646.98395,637.8449953071655
294,2017-09-13 06:00:00,694.8745493995237,756.2033700000002,458.60781425713816
295,2017-09-13 07:00:00,685.6900108066459,679.1382,490.45161309749034
296,2017-09-13 08:00:00,686.3379733621985,722.2497599999998,468.5450415171293
297,2017-09-13 09:00:00,783.1098411302099,686.75433,493.6041174136358
298,2017-09-13 10:00:00,877.8658818873461,703.0976,592.5036440616537
299,2017-09-13 11:00:00,617.6817735420896,655.75494,905.3414054582623
300,2017-09-13 12:00:00,404.22309160719874,699.7675,831.0068749346033
301,2017-09-13 13:00:00,552.0451737898494,725.3296,591.6332577786711
302,2017-09-13 14:00:00,566.1737521884762,748.6893299999998,529.9093359592417
303,2017-09-13 15:00:00,648.5592311719035,808.939,531.5273547210575
304,2017-09-13 16:00:00,373.58516951887293,764.9813,539.0863617727798
305,2017-09-13 17:00:00,410.44287233363127,814.4653,662.4845244463563
306,2017-09-13 18:00:00,1034.783182830096,667.2884,550.4852121521385
307,2017-09-13 19:00:00,378.12679466302086,657.72266,475.46156711270635
308,2017-09-13 20:00:00,377.9729136027624,736.7128,376.1165098747419
309,2017-09-13 21:00:00,861.5876153531883,773.61475,374.0818272101712
310,2017-09-13 22:00:00,787.1681389627182,737.8583,619.9084606848021
311,2017-09-13 23:00:00,444.99477356234115,832.67487,733.0493352551149
312,2017-09-14 00:00:00,586.5386262222454,716.3257,545.2962079208959
313,2017-09-14 01:00:00,682.8216065512606,695.1885,622.0772429573083
314,2017-09-14 02:00:00,555.3126607812434,752.40796,531.7641388928588
315,2017-09-14 03:00:00,538.8524456858989,732.2928,869.136990273744
316,2017-09-14 04:00:00,630.4824885476854,734.48645,708.8068953318309
317,2017-09-14 05:00:00,845.2699386184565,586.3974,387.6550579356874
318,2017-09-14 06:00:00,976.1132732605807,636.769,714.3344090768253
319,2017-09-14 07:00:00,915.7150097283096,670.9128,464.8288161088269
320,2017-09-14 08:00:00,892.006634223909,736.67175,498.843530805959
321,2017-09-14 09:00:00,900.3575903989135,585.3893,562.6285386501085
322,2017-09-14 10:00:00,623.6763528766555,599.6635,664.9444580706577
323,2017-09-14 11:00:00,613.2121885416091,676.3636,882.9881208702734
324,2017-09-14 12:00:00,551.0918380608257,719.0457,737.6508395422768
325,2017-09-14 13:00:00,531.2208576772766,676.1885,452.77843278567815
326,2017-09-14 14:00:00,636.1741630699593,762.1731,530.6385950112967
327,2017-09-14 15:00:00,772.4750905461854,747.4561,596.34099904686
328,2017-09-14 16:00:00,408.0352887178949,747.49585,636.3951201921665
329,2017-09-14 17:00:00,474.170522978791,767.62726,546.5730985304235
330,2017-09-14 18:00:00,686.8377004938649,698.36755,586.8961450809983
331,2017-09-14 19:00:00,1065.3635804348428,631.774,373.40382589291
332,2017-09-14 20:00:00,998.7284866427336,722.8128,375.36003783258906
333,2017-09-14 21:00:00,722.714607950373,773.1834,374.5660113689767
334,2017-09-14 22:00:00,891.5555955051947,810.22504,544.0991634103059
335,2017-09-14 23:00:00,811.2171699178259,754.3810000000002,799.3025489608473
336,2017-09-15 00:00:00,816.4265136786482,733.78046,639.8468888035172
337,2017-09-15 01:00:00,830.3734027240222,813.94495,578.5526052609246
338,2017-09-15 02:00:00,633.2609471958302,767.38855,528.8570413555907
339,2017-09-15 03:00:00,559.6354053044008,691.96185,843.6319806863933
340,2017-09-15 04:00:00,621.3651133607261,737.5818,784.6668142971976
341,2017-09-15 05:00:00,894.5538264656668,730.6532,449.0672446456536
342,2017-09-15 06:00:00,761.1994230319647,709.38367,676.5738920467278
343,2017-09-15 07:00:00,802.4258062130373,720.09485,446.2109544100882
344,2017-09-15 08:00:00,765.3851591667025,798.13306,535.9794679649957
345,2017-09-15 09:00:00,759.1847293576815,705.16534,541.0240583835829
346,2017-09-15 10:00:00,860.1793936879322,662.39545,706.4598593349983
347,2017-09-15 11:00:00,508.7138016960722,682.65704,862.8503789898782
348,2017-09-15 12:00:00,570.4154979449951,700.6015,624.2641927871523
349,2017-09-15 13:00:00,524.7163706020967,738.5624,502.49181509071013
350,2017-09-15 14:00:00,593.7463211209242,760.9522,600.7235440149502
351,2017-09-15 15:00:00,788.3391344687935,753.6567,508.67605961129476
352,2017-09-15 16:00:00,520.7372490373855,792.3489999999998,814.8586016237248
353,2017-09-15 17:00:00,843.8794073640832,772.8813,605.5281557619974
354,2017-09-15 18:00:00,942.8045688434806,759.43286,616.9289694597177
355,2017-09-15 19:00:00,973.7252520609164,715.7604,837.1798100546191
356,2017-09-15 20:00:00,923.2104796944914,777.79346,945.4779272384868
357,2017-09-15 21:00:00,1174.7973093178255,795.1637,970.0437280536045
358,2017-09-15 22:00:00,1110.3315781189274,788.37177,609.2291112007255
359,2017-09-15 23:00:00,926.7522464920554,787.6896,738.6730296960086
360,2017-09-16 00:00:00,849.8758579175577,713.7481700000002,797.2389894803729
361,2017-09-16 01:00:00,692.0055068967501,764.4468,637.4948155836179
362,2017-09-16 02:00:00,660.8430353565345,719.0289,574.3692915470583
363,2017-09-16 03:00:00,590.2443359670091,700.6581,659.8186353276664
364,2017-09-16 04:00:00,539.635819821655,724.6382,888.0932483124293
365,2017-09-16 05:00:00,848.6351895468167,657.7407,567.1302293770436
366,2017-09-16 06:00:00,931.9751717516133,674.9910000000001,519.4298882070971
367,2017-09-16 07:00:00,674.4724798269363,701.1945,612.2198379983952
368,2017-09-16 08:00:00,869.1193967086352,751.74725,386.30129485804304
369,2017-09-16 09:00:00,860.1909962220204,659.06964,480.33778987013886
370,2017-09-16 10:00:00,722.0270015776607,636.9377,673.3189135459662
371,2017-09-16 11:00:00,892.2511243889937,661.77264,430.1176392165271
372,2017-09-16 12:00:00,895.5404886435797,685.16846,609.7584608946847
373,2017-09-16 13:00:00,644.3614439069639,742.2593,878.2258760133243
374,2017-09-16 14:00:00,557.6464609346112,719.5373,692.0318598292469
375,2017-09-16 15:00:00,526.4453973881156,701.5310000000002,495.95228757250703
376,2017-09-16 16:00:00,721.243397746346,709.21826,568.6597488838808
377,2017-09-16 17:00:00,739.7285259214864,758.9451,650.2503856984654
378,2017-09-16 18:00:00,860.0016782207641,788.61084,426.61855427408415
379,2017-09-16 19:00:00,901.4317777505338,740.66296,869.6788769366867
380,2017-09-16 20:00:00,942.6676202029024,779.4187599999998,748.6499821294689
381,2017-09-16 21:00:00,954.0939261949048,795.2807,915.9207639201494
382,2017-09-16 22:00:00,917.1497706669974,803.7775,745.9303018016191
383,2017-09-16 23:00:00,901.4924155010498,736.09656,805.1913510122646
384,2017-09-17 00:00:00,901.3881051344097,772.6129,379.15680769232085
385,2017-09-17 01:00:00,613.3456538251805,768.3378,548.4202340600376
