date,simple dispatch|0,simple dispatch|1,simple dispatch|2,simple dispatch|3,simple dispatch|4,simple dispatch|5,simple dispatch|6,simple dispatch|7,simple dispatch|8,simple dispatch|9,simple dispatch|10,simple dispatch|11,simple dispatch|12,simple dispatch|13,simple dispatch|14,simple dispatch|15,simple dispatch|16,simple dispatch|17,simple dispatch|18,simple dispatch|19,simple dispatch|20,simple dispatch|21,simple dispatch|22,simple dispatch|23
2017-01-13,558.0609757332356,370.7541336464079,655.5165515775172,536.1586214952607,842.9704891936528,905.3255172874703,873.5826304045648,682.2287607108638,869.1193967086218,869.1193967085329,799.6827777530921,883.36460256967,593.143578451646,551.1648950798398,503.1205545234847,917.419622535866,1096.424211905251,993.830232682232,941.2524607998115,929.7387165017128,398.94511806403915,350.42244117648517,859.1667984074958,589.4463346304717
2017-01-14,447.17720219152125,454.8329662265535,684.0439939848543,530.9405319927383,534.6781455552633,742.159539065486,835.3197075383611,857.3084679544955,855.7491793830859,1117.8187586207312,907.7999721724243,834.0484445590793,820.3366663339302,497.7201623334294,585.2237382445736,404.39703787342,591.3072321953364,547.8982842970738,456.25215457152046,842.599220923184,917.4196225359481,576.4879236647389,369.78904455530267,613.9709873539515
2017-01-15,800.9561850022077,489.30286488802625,561.2011375696713,552.7092365661251,492.7388089436376,816.2508063466079,844.0700311000144,957.780052469852,1055.4317741959367,1117.8187586206532,1043.2284702228976,956.5656869091356,839.3486904702153,611.5194237873836,521.4766529623623,461.58925289455664,549.4949027998872,379.48534236009084,745.8916811024029,818.6964538077649,818.6964538077742,599.3183070359046,527.3573655620124,543.894881255041
2017-01-16,416.97029380260864,407.9064394503888,587.6815654547938,518.3846565317258,493.77980275076413,832.5906468181772,881.9858925275453,1034.6542493089698,996.6246842518073,846.111037172653,883.3034564899518,653.7733354726182,510.0624457156459,557.7039847490176,373.4038258928509,373.4038258928636,665.3206377833253,394.27501538870246,576.6598046194997,377.1500002109661,928.3401582105728,971.2869460345714,1467.4599408933475,454.16554773712716
2017-01-17,628.33598637238,566.1932490271536,570.4835336088169,538.4618899682309,751.3189339701813,903.3868890540663,728.1287093698597,869.1193967086472,869.1193967086406,428.7804401930811,831.710605096764,852.4315504326199,502.7652566360157,395.06806083747017,424.9003228227865,399.56342809041604,443.7098243452451,370.02922973349473,368.44249481046546,700.9194476374074,889.5444022079943,473.8777816955706,370.6463881517562,556.2801315588034
2017-01-18,534.2444130406774,522.3265510547039,544.6613534720603,527.3101581953919,839.551615363128,834.8384382679692,602.9402615145657,401.501930515716,400.98159486547837,379.4413714788731,683.6812875465878,835.9837281808631,670.4584161747891,582.4139609809299,397.0216912024333,375.74133375380165,498.60815617276734,901.9323595779393,901.9323595779421,901.9323595779435,439.350081062692,584.4989491912659,563.0594598952167,544.1819462329744
2017-01-19,473.28959000771073,649.5383772597431,641.0625172956655,490.49423820541784,680.6710539885046,874.0479848371988,894.9190480020544,379.3322748117048,379.33227481170053,626.2666806252802,951.7375497530161,843.967989984934,540.4931789364355,737.9438226834552,405.12259895404765,434.10752301397974,901.9323595778999,885.5918988799398,380.26150274948054,372.6740374325428,372.70259198477163,381.0172601414514,704.3991529267059,532.4790478647142
2017-01-20,474.32210652462203,917.4196225359406,518.0761364841812,518.3178366249716,678.783241697901,860.6450523145323,948.1518295213467,1100.6093303494729,1117.818758620692,1099.4185193386074,904.4098239835921,875.7274589703181,598.1726205003096,581.2143841855177,453.0597257862503,652.1436953580958,666.7616691069418,584.1948888602448,882.5526104264626,647.6194482353559,415.14137053177484,520.5456719405129,509.1988620041673,555.242257694539
2017-01-21,884.2456865047875,455.9096765589301,618.5956012250788,868.2552181290637,799.3265061521748,596.3695525942535,389.4631775601303,888.0997831964527,878.8290150939955,850.9882313029702,850.9882313029938,819.9274190742102,391.5168777291122,531.6838828808768,742.0067217668193,847.1530591094412,989.8578911361192,943.4626644170584,798.8133869349789,567.1073249362643,662.2260452611778,526.7340506736175,803.7899380882973,891.3315986489937
2017-01-22,840.4204610691976,892.0374015141028,944.9361806117046,772.1683846165578,676.1930196444347,389.98120360292717,648.1986630584369,876.5521584357185,781.3871231815294,702.5416466890903,730.6697533694946,367.6488893745256,369.09310359968526,397.650560173154,622.7447175719323,694.0918803606409,842.6716575125905,942.4190791214703,1117.8187586207084,1117.81875862069,1117.8187586205904,1117.8187586206689,945.3087998004794,853.2739424214673
2017-01-23,845.6544885040319,865.0469202720478,911.6118742929212,795.3772175080878,571.649933675683,556.5462300874425,708.4014467992014,516.4732044531746,744.8915255423503,501.9034039347323,653.7521829207952,625.1687845250593,882.0511729019063,779.3283182138391,431.7827663768358,373.40382589286247,736.3364382240843,461.49076731499156,917.4196225359938,917.419622535952,508.31073280877496,773.6692221503598,634.4341098966565,553.3596375783799
2017-01-24,853.7112929566583,400.37773005841234,624.1515763548664,526.6494090074933,545.8496724851731,831.4656563224978,890.9644727969674,873.3523131891467,749.8093053795964,843.7259704045844,790.0072185206224,512.7036572139672,569.742033914191,373.62456916114576,378.14054368958494,374.389128176596,652.9529197390367,373.4038258928625,474.26398916886086,891.5555955056363,580.6961397509402,498.3118796489514,573.1272548451806,584.8719381184509
2017-01-25,659.2457570434784,543.7573418575613,561.3815069442545,561.837773527147,628.3478302424653,898.9249441588948,838.3687148789953,1015.8150020304004,1015.8150020304092,1015.8150020304056,876.3241354887053,863.8645305315637,527.5708193454844,917.4196225359641,622.2497960846126,461.46462356730683,531.3648502750336,800.4328144214203,863.0237753745344,890.9644727969827,828.5545006680028,813.3872077470753,840.792895653956,558.1288812068974
2017-01-26,705.6253617608999,453.9789601776445,460.9528024959609,831.3947309006475,809.9540781609677,580.6570703872866,388.2588531395883,412.0485774669296,369.0689855482064,404.58215884687934,382.1488788870329,786.3809552474037,769.7088828428376,471.87940394416677,658.9979969443776,373.4038258928469,590.8721142921306,380.55523885655145,372.4957068238344,725.6155277483846,818.6964538080188,523.2082195031157,527.2798070910482,577.6580719249279
2017-01-27,949.7427040074164,501.1161353307042,562.2381921847889,505.9165726958134,811.9866508089,896.9923791945716,857.9725913926451,947.7629324610864,815.7252288609743,419.89165298851816,837.0905223030818,859.9501999928734,542.9276976670634,480.5612580879612,632.8840079364801,762.1246598983439,682.190913413246,610.8379000002425,439.0218899115104,417.6317529590992,722.4425151094299,917.4196225359509,584.7132973052163,612.7939475611331
2017-01-28,845.6780113470802,592.7562361380418,414.36806374418603,580.5793434572709,538.143005643135,870.8064079926562,892.0066342239047,892.0066342238907,892.0066342239111,892.0066342239097,892.0066342238686,937.4809589196623,854.2064349091111,652.9091199415727,443.10782774793677,707.0123860011514,526.0423959033805,483.2053859233452,584.4765447177796,821.8642936173427,848.2909156541355,853.5555714757663,797.9399699127467,464.21101373644507
2017-01-29,373.4038258928702,789.6404818376119,528.2770783867453,491.5983038285428,829.8048482726135,927.675811707366,1117.8187586207175,1117.8187586111758,1061.6240862807485,379.3322748116254,379.33227481171133,836.9546772784962,932.6193849869618,851.6379118988418,803.0955398585559,689.3272520396298,768.9211835752799,790.9233584726112,874.1353644692692,890.9644727968895,890.9644727969724,835.7786477560767,549.4830300875412,551.2959812795871
2017-01-30,468.6283585332766,463.50769258699455,477.2421810997188,547.3627436164924,553.0187813557098,817.5837121118652,890.9644727969804,877.2078032640636,858.8668538227748,882.4042400940161,638.2155242225344,560.8718719537334,663.8470443063152,461.7727024587581,487.0297621732575,612.4175801547399,701.0521532898301,643.8420614688871,681.4758311265333,601.1802408011463,373.4038258928592,670.3043039203877,373.40382589288134,683.7846438163225
2017-01-31,408.0298412193528,408.2119479797252,635.1552625548965,666.8069375852483,566.1001903517304,499.07849248456426,371.55316253109817,401.11372225747374,561.9970992474289,523.6499513772336,526.4867107277628,581.3986782406431,628.2939022604359,453.5702452511843,705.0257229029004,797.2389894804718,613.638641856272,614.8803652049346,757.581024282773,493.44972881658896,617.5521834871149,373.0038839699749,585.9031614172021,611.502549355642
2017-02-01,862.3887393441705,883.5958333696286,524.4284440406594,624.8799963769237,480.33084599818267,828.5366999133258,813.3142637732648,956.751339286278,923.3749631912112,943.2763788815927,895.0817109407807,643.509931033582,573.2574938113156,374.755448830516,374.77161298104625,373.40382589284616,655.3412676108783,580.8387461108551,439.20660868329765,589.4348278519586,692.1560937145304,815.2571737789386,547.6274693392377,564.6185451149695
2017-02-02,740.6971638776266,376.90307039198683,582.4046054482303,539.5094536952063,676.7620179898634,867.5099507869917,943.1214012582628,783.4685832753759,1015.8150020303914,804.8026094775597,896.7779196595212,649.0983885284013,554.4153758548881,926.0222203023908,637.2027751416955,541.6219288009543,881.0845626623551,471.1633696409008,628.1518020550371,581.1808314803951,460.0830879894092,388.33747107523607,545.4443733106358,610.5233408631209
2017-02-03,767.5554217326194,915.9207639204311,686.5140978836678,662.6992552788919,570.8048930497766,516.8871028500604,507.5863325723762,802.7731303339294,818.6964538077374,768.7951891858736,496.7609031811842,581.7444584117767,628.388702341313,408.0689298467198,758.5162811175278,915.9207639202657,835.0436488165883,784.1062704844747,864.4580866884137,491.24785081853327,373.40382589201096,373.40382589282854,373.4038258928779,719.6047621843205
2017-02-04,625.1776213522006,408.04667198961766,408.1192820351907,792.8394125381623,646.7382998027218,510.75800708706817,686.3501964008159,403.4774537160297,372.40325420171285,423.1206396670298,635.0127749046474,545.5314387394031,816.6364791158019,467.32533324740854,702.841537719721,765.4269770072066,629.526563215129,530.3432775947845,589.7031718733541,482.68413335650655,710.8184010341066,634.2090835710609,507.6598421478815,556.658557437797
2017-02-05,374.3360234377493,846.3798871569312,591.0644548016778,528.1441217973398,540.7385566868409,627.5330174313576,800.7444481388022,877.7852204369159,833.2618386422329,892.0374015140455,807.0636104356784,855.0952132291786,875.59100433083,801.3620619894065,548.5656312591893,384.1887054961392,576.9663616746452,818.6964538077576,818.6964538077875,799.8785391701874,850.9236575351637,850.9236575351672,640.3381552579009,541.4224210296353
2017-02-06,901.932359577922,901.932359577932,525.9590609679611,476.3259136803605,538.5597946026643,825.633381592824,843.5165990999426,870.0690945651749,873.0649110326638,892.037401514065,832.4830447152971,526.4445658235663,562.5509653994562,374.722577284829,602.4479403656953,559.0570605024444,543.1606650941119,529.7021717423471,529.4745804641061,542.9586413609377,818.6964538077731,818.6964538077483,749.8824787878203,501.80707933372116
2017-02-07,844.6203601405366,390.9063719364393,555.4006357477854,610.4921476189456,891.2541382113577,859.8382500025342,1015.8150020303896,1014.2574811169943,633.3523770411023,869.1193967086517,780.5365679759927,876.5456378198012,569.1107085494978,377.9472345460538,404.1630971882869,901.932359577909,687.625304353038,461.2110031109968,376.42315115022626,379.16911432560755,789.8692837592372,767.5340511004099,466.1642886678839,503.7110786565191
2017-02-08,491.02667768629766,557.0979972772493,468.4437200674314,708.5560850486147,841.1259055223094,620.7077179180752,378.6025923234668,425.5833280172337,497.3812911020363,384.7288946240098,631.7167307769503,843.8347170988284,615.6873993241653,599.4185393497554,368.9926882121408,367.8326772737873,406.63120403598333,683.4096180247611,588.7392552598862,685.7149789993066,704.3383703377559,494.3013425453185,373.4038258929118,557.5743324063517
2017-02-09,614.7569275903389,492.1409274222892,533.4970137144581,561.5166896845487,726.8701964252948,893.9259303876454,508.7307550844569,833.6079546137349,615.1238495808831,718.1035363572597,742.8327293197299,877.9211703729003,532.4272966515715,576.4700108996285,763.490376105619,771.2844727406622,915.9207639202203,739.6517200940738,797.2389894804526,930.4183285382477,490.59184426595186,796.0419101229112,754.1648106115448,720.280804276209
2017-02-10,976.1351519743988,950.8102643720567,938.333211387299,764.3581895752551,693.6283534210138,489.20294917750516,584.7589521502066,677.5133406739533,891.5555955055522,594.0655736210849,662.7800126070002,635.9925416772694,793.5982099446222,987.1050737568647,878.4183904779401,845.7482238272383,855.6769658028693,569.5470139579597,772.5457977500148,901.900395012406,527.3146552810118,375.91106467208436,652.1295010358617,796.7500505159644
2017-02-11,780.0174930798026,826.9058543380609,490.98877477390886,579.6832948103877,515.1349915854852,799.3728068144562,883.1743914218866,849.1831347131273,996.5554237403584,950.7529442175252,833.497208236881,867.5216585052109,837.9231876645979,793.940385630723,501.5131589820472,793.6722307417468,571.73920347142,517.0544954035453,797.2282394485194,872.0135185162829,841.8381305071997,892.0374015140054,851.6735448102374,694.3766498228708
2017-02-12,494.73712004483144,818.6964538077698,801.8085543189802,860.3902028751622,901.6572771290253,729.6931033254299,832.5220860902135,465.81664058352135,378.4808634736896,369.63342278884767,367.6524177646849,393.38685894032403,380.69267468610354,715.2616380236453,850.7844184490532,969.5486157002181,892.0374015140463,939.556434608486,990.107630979527,892.0066342239052,923.2497203723669,915.1071755300786,912.179545513981,832.252937752471
2017-02-13,462.95457381424217,577.6439739576422,526.5488491903851,838.2054012157881,901.477956760784,749.231665018396,378.0876614906813,580.0482629635636,833.0118122039911,747.1151512457176,898.6414723510909,633.9784357695015,560.6909617325482,468.3632257533132,387.65600684547655,403.9885680546878,476.4629779287258,581.8990245447496,647.9412580405511,445.75483800214056,714.2651223973486,418.629681709945,901.9323595779234,564.9850350857063
2017-02-14,539.3008442238745,399.6447270754212,375.59913851804436,563.7565959786032,563.3368800837177,499.53288101636736,538.6944516208622,818.6964538077823,818.6964538077921,818.6964538077599,540.8169097835057,539.3766318405516,639.3952417096817,880.5815194909528,529.2079358768631,724.2229444229124,568.9918208883439,533.6018106205653,571.5167346773585,623.5709302895358,432.5848939627211,489.245237969236,448.20667298362173,531.9336606426697
2017-02-15,637.4342099250017,630.3892228376757,565.109842454724,545.9229663822001,538.0030625370742,834.7540360450098,862.9391619133229,969.083793214646,892.006634223934,972.4005284116768,858.2904476363902,616.3985353978725,561.7394176265202,373.4038258928565,558.1216464061644,378.140543689436,536.2449354308911,524.9923325965149,698.5994457446334,385.6579365869631,670.9771451456371,520.4992886020193,602.2035188189197,648.5702168267875
2017-02-16,862.1077851910104,878.9352415665156,773.9830468992876,618.982143881631,581.8489565113628,437.32114581020403,643.6100732834991,615.4450790171446,372.39665466157317,450.5121700762568,499.0071294403528,608.0750053590089,646.9833544995115,685.4686971743478,675.5482375267658,456.55311922186684,737.5498692167149,862.8312464782463,404.77141857412516,539.8625290945987,608.4377713876968,516.7243631988738,609.85277581069,706.7204206052078
2017-02-17,408.09276959193147,408.1026403280488,408.0572340037614,731.2269155468911,555.8134293685189,601.8806829576424,447.6109488289172,649.6086762724456,818.696453807768,759.0223537427823,435.4881753315014,576.125106948845,678.8350390278763,852.0469453786168,764.4341346662235,782.3016577160288,578.8036811616818,567.2087896840468,614.8425251996111,437.5730610182086,723.1498439276227,754.7433266433403,795.5927980690093,560.099056764497
2017-02-18,560.3675147903543,556.3498032874834,486.57273864872144,689.2741716426751,859.4148352945758,834.9914890352533,869.1193967086224,665.5534991236823,419.75865735594317,419.488693002275,720.1517355104918,862.1299727718289,902.7109158586237,840.2733746118512,818.6964538078091,817.7710113302603,845.5007936545514,952.9832594285652,937.6931253578656,727.6556561227917,869.1193967086976,869.1193967086402,692.8539817785982,878.600408899988
2017-02-19,887.0449513761356,848.1978248260813,939.5667504381047,789.4479257739238,505.50402016250877,583.8849434552337,561.4914577948348,366.30393956022414,367.67859305397764,366.89437619571413,366.17170131183263,815.9812408535101,367.64888937458807,394.1493473361834,528.5045319669654,743.2629862071684,709.0584391748564,661.8368335087222,401.0615871361866,370.0610232516504,370.06102325165057,508.60382863483676,406.8183186127167,800.0825034137911
2017-02-20,951.6377384964394,940.7872278099637,913.2070203289177,740.6424246688691,537.7178981170781,388.3621774007797,934.5554772296097,898.886084206709,850.9882313029856,850.9882313029727,500.475978704055,639.8488793514556,943.0104610728868,844.5021736090944,890.96447279696,888.044882779206,882.8413135785872,848.9507305144377,948.673743208244,1029.1759007780117,920.0019794329382,892.0066342239113,967.8634635211363,862.6908500920946
2017-02-21,856.2444693029225,790.7215932394464,816.6684961811411,899.4851014344582,740.2531096637738,397.7735027206682,374.23811147341,804.402075848295,882.4131965136353,450.3463254502577,410.30113577197403,832.8338445866756,842.2515571625397,547.6550061421432,414.6703898907306,888.1221534981723,715.875959225361,818.696453807761,818.6964538078114,818.6964538077576,771.5459092170498,792.8438205784449,793.4036123551712,428.8937534872812
2017-02-22,490.53306359001874,373.40382589478025,489.2661741348623,827.3329707147705,839.6192495538464,548.2353965555376,402.55096044260335,369.51493780262433,370.55151845279954,374.40058716423414,409.4173027565623,758.3742913904323,843.8938498425215,884.5729132659694,384.9366222907515,379.3322748116085,383.69116244871236,556.4838319848924,817.8318930213259,818.6964538077734,775.6016702667099,858.355211329644,866.2060312735154,796.961658004171
2017-02-23,808.3810791326506,801.0329296492073,838.1338917915629,883.5396873822878,571.5024925612246,534.0923251678785,850.9882313029811,468.7825678179192,664.6549654590084,646.9039961570575,452.74038466337424,685.5305682209525,880.6674421525923,818.6964538077734,687.343795255105,720.4869043778302,818.6964538077809,779.805469038632,775.4426276877617,818.6964538077826,816.9443994325148,890.9644727969301,890.9644727969641,828.7594556062262
2017-02-24,642.9286192573065,378.64470770112234,791.4764348164947,893.053341674099,647.6140810272136,575.1124525580295,481.50898489449975,368.6418694122882,368.7823467520205,368.9389593864556,470.53172178134804,508.55340115094833,718.879138258441,892.0066342239047,978.4532625526683,892.0374015140566,826.1588952954094,857.1323098181017,857.1323098178792,740.6543990992154,874.4348583802504,850.2519252898982,972.5858388692053,986.997361666987
2017-02-25,937.4509554270444,944.6894898212338,892.0066342238961,780.0150302249917,541.1586414120271,389.3975369719416,877.9522839442957,567.0388277469394,378.4257428571485,541.4596823863434,513.7967856764324,437.1310703876938,585.187623155202,500.56023471861016,620.6028820835896,754.3428288832066,892.0066342239055,892.0066342239091,892.0066342238912,940.8938899825133,499.7388180588788,1015.8150020303957,852.3763485212038,902.3643892617708
2017-02-26,844.3785880639991,777.4958943158048,873.7137775811141,853.6675642812413,875.966334227959,740.5964241623508,510.63779916903803,378.37004416588655,377.0614584564026,417.99879262201887,838.5544826086802,701.2765591449606,835.4922801639018,892.0066342239106,892.0066342239021,937.1178717611915,1011.8396627207867,830.4328614387746,700.3962332604602,662.6956029288481,378.0876614906974,443.90459927139136,747.6549773677417,907.2302479684427
2017-02-27,832.7601794047321,413.6754193077046,530.9863627448361,648.5240688186877,847.5816603392557,940.1239462198758,904.0589574072006,629.7525419642584,798.064811831989,941.264725318924,847.6246540746332,570.1523523760371,563.9885424704129,891.555595505621,489.8256453247464,370.1766771454325,608.1339673607629,634.4719036556362,563.0388554176196,524.0713280886616,387.44591888460764,388.3676812434881,656.850175480035,549.7660986789449
2017-02-28,350.9907460069363,751.8323066310064,514.8548067407527,619.0538444447486,896.7249307818248,739.0263343376394,798.3443870709389,745.479277965072,824.3982159271475,818.779308970578,807.2420616672774,813.7165538694453,496.75266039429687,554.5556020376775,402.1539769109706,644.840036395791,379.33227481165886,383.40746911793525,372.8539460419192,375.54169006134003,389.6146372043693,373.2194841133028,382.7252832089638,466.26738675057226
2017-03-01,516.5046283067555,377.89118704125593,468.0608549582623,809.173765229837,813.0110533408914,394.61367520587686,381.1713698774312,368.7572997117089,837.1522425533686,574.1721372888992,394.70324476912987,743.0746755787308,892.0085627915262,781.7044925117093,818.696453807773,818.6964538077817,818.6964538077757,818.6964538077398,818.6964538077237,799.4666846546833,850.923657535169,759.9354357263081,818.6964538077768,579.1087127219922
2017-03-02,497.76869700808913,372.8486501364639,492.45225409589216,827.7254581462831,839.8435192102795,630.0648896733817,381.24877469297513,381.8451121373662,377.55199805195855,379.6786633171218,680.8235408095134,858.1606694057028,511.4231831320224,565.9225442360437,373.4038258928759,669.5433997042977,901.9323595778912,603.0865477899277,373.403825892895,469.03887579470774,521.9581261591078,511.63747463982077,515.0074427913104,504.50725044363253
2017-03-03,557.0619910814896,586.2514611342873,530.2758891153335,561.9120193976557,503.8522893104136,719.3564140146063,830.7258779727098,890.9644727970037,890.9644727969641,855.8396650052747,681.7039691598849,498.12773869780517,603.2760667412005,373.4038258928968,373.4038258928337,620.5582616306326,635.955759770129,373.4038258928564,637.5729482198898,435.19361083929147,674.7255023988947,893.6348789624674,898.9101979583291,611.2847728854073
2017-03-04,583.9462984327376,869.2317276718861,781.7185345258893,767.0034828460988,569.8863007399333,506.47201713776184,512.4014179005084,483.4582400998162,373.2194841133416,373.2194841133317,463.39014124565364,573.4932715961727,427.2743931507391,420.9720282912737,468.0175595803791,801.0079744185869,399.94516933605115,556.3489965756119,471.6320441784748,599.3879016311175,766.5593381250749,818.6964538077684,707.9582392533129,454.36360798816094
2017-03-05,624.9640019979556,402.0332402130977,455.0910357539528,586.9544372521287,592.2733428891445,456.91340033917817,418.3333719948889,995.4819254962886,594.1837211637843,380.551395070537,521.9627499331311,517.9209400732248,551.6774792244581,376.46083213539055,373.69979073100234,613.3387610094977,456.46278629807136,798.5790694510587,810.4917598824463,868.5222874644268,854.4330193319406,876.4979428076158,857.900725215373,657.2386531371845
2017-03-06,463.1360434303034,593.9875905971359,454.145176252519,517.0685259827469,733.3779901203244,884.5693688583373,830.938475590786,892.0374015140525,892.037401514055,835.6199447744044,835.0703681934084,569.2650090145539,526.2631669126514,495.86889315067015,549.2976081887239,917.4196225360286,507.8182768503399,586.4513290493948,373.4038258926411,408.0475836453559,519.761612946158,497.4546602682855,467.50834729114985,531.9378031042197
2017-03-07,545.3232020456263,524.1493182053779,537.1032816245909,661.275738709864,912.6573606004885,702.9044079991377,810.4170984343034,386.37145725373057,394.89258212760393,411.74103088583985,575.6695638788311,838.6349108293442,802.0863789477054,380.0333882385228,579.2145232057527,533.3257817116838,448.31786140460287,668.9033338765994,439.77247444335677,576.4415183589929,818.6964538077762,818.696453807747,818.6964538077783,522.1678101482499
2017-03-08,456.78391205213285,493.98533135975015,412.21307818261323,706.9785319021371,837.1922432055301,520.4886045181842,388.4022289925373,425.31168257585983,397.67542202632086,533.111481484564,748.3274649843228,879.8323185956683,634.5053348186343,392.80460400862864,421.2170228206786,460.407111726353,773.7334969323413,818.6964538077983,798.3133492103298,850.9236575352202,879.2031623770398,890.9644727969861,881.147595659252,742.9385267493911
2017-03-09,520.3231554051561,458.8744977137972,534.2622990648176,521.5373115672903,850.7709857968208,811.0259864156076,838.5544826087008,565.5728724724908,378.08766149067236,711.7594829451725,783.5619231982226,880.069539684006,634.2695432947618,530.94051908109,462.89772821775125,488.6616286990258,372.66085635177177,763.538862178041,772.321431457464,818.6964538077423,818.6964538077805,818.6964538083117,818.6964538077721,654.5333843967916
