date,neural net|0,neural net|1,neural net|2,neural net|3,neural net|4,neural net|5,neural net|6,neural net|7,neural net|8,neural net|9,neural net|10,neural net|11,neural net|12,neural net|13,neural net|14,neural net|15,neural net|16,neural net|17,neural net|18,neural net|19,neural net|20,neural net|21,neural net|22,neural net|23
2017-12-02,745.0833,729.1851,717.6077,769.404,643.9857,648.8967,682.1556,668.4429299999998,721.7796,769.6110000000001,635.66675,642.49316,749.5501,786.2667,746.9169,683.3098,749.2587,661.09515,751.97705,692.9247,699.12573,736.1743,752.36743,753.40674
2017-12-03,867.67145,834.71857,709.94995,755.8893,697.393,726.059,642.63873,552.7605,534.31683,683.4832,676.5382,715.2911,741.174,752.8508,782.9166,826.2781,758.0514,788.7832,685.4336,697.039,678.1560000000002,654.4713,686.0423599999998,717.37897
2017-12-04,745.4348,631.7387,622.4388,802.0783,776.9514,614.1039400000002,482.158,428.4094,456.98633,596.0571,593.5452,690.24677,806.4908,776.8783599999998,721.13416,730.01184,670.5033,675.2463,738.0786,542.26337,568.311,553.21387,629.3771,622.96
2017-12-05,627.5347,488.2561,676.3247700000002,777.1082,776.9585,630.7904,525.8644400000002,422.3112,303.218,296.80948,503.02753,716.3002299999998,761.81445,624.0948,747.9156,649.909,785.0431,798.2173,688.9095,574.6554,602.3271,577.1357,616.83093,659.1094
2017-12-06,746.9615,720.57336,657.0061599999998,742.74414,750.31616,683.3007,527.7676,477.2467,536.72144,632.8485,671.7182,733.6,601.3701,662.1633,768.3403,646.5886,807.67145,712.4972,725.5918,845.2725,785.8848,665.3074,750.0719,692.24677
2017-12-07,773.3843,694.42725,613.6261599999998,715.5839,674.11383,628.0477,700.2289999999998,465.0913,470.43573,554.6376,577.3719,652.953,749.9551,787.08417,946.0903,881.19476,738.5169,733.0774,629.5118,692.7276,701.99054,576.1082,647.5069,643.9977
2017-12-08,849.4182,768.33704,682.5254,654.49396,651.0949,642.3875,643.4426,689.6084,581.57135,677.33417,642.1106599999998,612.50397,691.5756,750.9568,801.3739,722.4549,716.93915,660.5521,706.3597,652.92615,705.0183,658.28253,637.21796,594.0775
2017-12-09,756.9774,862.2855,785.8963,726.7559,654.5936,581.2022,548.192,399.95197,419.0057,423.71768,564.46484,683.1820700000002,736.6887,838.9225,885.7987,793.98816,851.26886,871.22266,888.8868,955.70746,892.008,790.91907,760.99554,731.03455
2017-12-10,846.9442,837.0061599999998,740.5479,612.31195,499.28192,615.76776,554.9681400000002,655.29553,727.0066,752.9578,722.1331,720.4412,691.44073,887.6674,884.2207599999998,890.7973599999998,801.4676,655.38214,653.7558,743.8174,715.0606700000002,737.6536,721.4272,751.5434
2017-12-11,726.7029,668.77045,558.7091,647.4446,576.24554,524.1782,551.09265,637.16437,683.64276,690.20715,690.2487,705.3422,684.37646,833.14935,830.83875,800.8777,629.6194,553.15314,529.45245,606.1161,641.1285,591.7272,637.63,622.981
